レス番号,内容,感情スコア
12,変化は必要だけど伝統も大事なんだよ 伝統の4バックを捨てて優勝したりして基本スタイルがブレてしまった まぁロベカルとカフーどころかCBのルシオまで攻撃参加しまくって崩壊してたけどさ,3
13,そもそもロロコンビの時代頃既にとっくに欧州でカナリアは羽ばたいてなかったっけ,-2
14,ロナウドは16くらいでオランダ行ってたけどロマーリオは22くらいのようだ,-4
15,1番大きいのはVARだろうけど ブラジルの個人技が ヨーロッパの戦術に負けたって事もあるだろうな,-2
16,ブラジルと言えば華麗なテクニックや個人技 貧乏な子供たちでも路地裏で黙々と練習してきた賜物 今はそんな子供たちは居ない 日本の相撲取りが居なくなったのと同じ,-4
17,今は若い時に欧州クラブ移籍して成功すれば 大金手に出来てそこでもう人生ゴールになるから 名誉の為の代表はあんまりモチベが上がらんだろうな,2
18,現代サッカーは曲芸する暇もないくらい全てが速いからな 良い意味での遊びのサッカーが出来なくなったから弱い,4
19,アスリート的なフィジカルとチーム戦術ありきの時代に魔法使いみたいな選手がいてもってのは思う まあその魔法使いも今はいないみたいだけど,-3
20,別にアルゼンチンは世界のトップだから南米が弱いとかヨーロッパがどうこうではないんだよな ブラジルだけが弱くなってる原因,3
21,ブラジルとアルゼンチンの決定的な違いこそ監督の質だな,-4
22,アルゼンチン代表のスタッフ陣はレジェンドばかりなのにブラジルは寂しいもんだよね アンダー世代もクラブ監督もそうだし,0
23,アルゼンチン人監督は優秀なの揃ってる ビエルサ・ガルネーロ・ロレンソ・スカローニ・シメオネ まだまだいるぞ,-4
24,ポチェも,-4
25,最後の大物と言われたビアンチが失敗した後がブラジルとの差になったのかもな,-3
26,ブラジルが本気で走れ走れサッカーやればすぐ復権するよ 戦術も個人技も走れ走れサッカーに適応したものになるだろうし でもブラジルの国民性として走れ走れサッカーは好まないだろうし難しいな,3
27,カタールW杯のブラジル代表メンバー見たら妥当な結果だと思うけど かつてのブラジル代表ならラフィーニャとかパケタとかフレッジとかスタメンで見る格の選手じゃないだろ,1
28,リシャルリソンがエース扱いとかねーわな,-3
29,まあ時代やサッカーの変化に着いていけなかったんだろうが最大の劣化は監督だろうな でなんでアルゼンチンとこんなに監督の差があるんだ,2
30,今のサッカーは戦術が進化しまくってるから一昔前のブラジル黄金時代も現代では通用しないよ スペースないし個人技放置してもらえないから,4
31,なんだかんだでブラジルの神童とか言われる選手は 17歳とかでビッグクラブから唾つけられたりするし 枯渇はしてないんじゃない,2
32,南米を知らない選手が増えたのは確かに影響してるわな 南米予選見たら明らかに萎縮してる あの殺伐とした雰囲気は欧州にはもう無いし,4
33,2024年リベルタドーレス決勝 アトレチコ・ミネイロ対ボタフォゴ,-4
34,やっているサッカー自体が欧州となんら変わらなくなってしまってる 後は個々の技量で差を出すんだろうけど世界的にみればその差も無くなってる,-4
35,ブラジル本国でのビッククラブ人気が思ってる以上に高いのもでかい マーケティング要素も込みでブラジル人の若手を獲るようになったから 要は過大評価されてんだよブラジル人選手は,3
36,逆でしょ 世界のサッカーの進歩に取り残された プライドが高過ぎるが故に まともな監督がいないのがその証拠 ブラジルの監督は今やJリーグですら通用しない 指導者がそのレベルなんだから推して知るべし,2
37,バッシングが酷すぎて監督になるのは罰ゲームみたいになってるんだよ 最近やっとフィリペルイスが監督になったくらいで他に誰もやりたがらない,4
38,割とマジでスマホのせいだろ 今や最貧国のガキですらスマホでティックトックみてるからな スポーツが金持ちの娯楽になった,-4
39,自国W杯でドイツに虐殺されたのが10年前か あんな地獄絵図見せられればトラウマにもなろうで,4
40,ミネイロンの惨劇懐かしいな マラカナンの悲劇に続くブラジルサッカー史上2番目のトラウマ,4
41,自国開催で優勝目指してるなかの 大一番であんな一方的虐殺ショーを 世界中に公開されたら ブラジル人じゃなくても戦慄覚えるわ ブラジル国内の惨状凄かったそうじゃないか,4
42,余程トラウマだったのだろう 日本がW杯でドイツに勝った時にブラジル人が大喜びしてた おまえらよっわwwwだっせえwwwってドイツ人を煽ってた それを見ていたアルゼンチン人がおまえら日本より弱いってことやんwwwって言ったらブラジル人が発狂してた,3
43,走りまくるブラジルもなんか違うよな 走りまくってる相手を嘲笑うサッカーが見たいけどもう無理なんやろな,4
44,VARより5人交代だろ相手側の,-4
45,全然違うぞ かつてはデコボコの地面でみんなサッカーやってたから自然とボールコントロールが上手くなっていった でも今は舗装されてるしクラブでも芝のフィールド だからテクニックがある選手が昔より減ってんだよ,3
46,ブラジルは下のカテゴリだと芝でも デコボコでどろんこピッチとか未だにある,-3
47,ブラジルも心機一転外国人監督にすりゃいいのに プライドが邪魔するんだろうな,4
48,とは言えやりたい外国人がいるかな,-4
49,アンチェロッティの噂あったけど結局ドリヴァウ・ジュニオールになった でも彼はブラジル国内での監督経験しかないんだよ,-1
50,アンチェも数年前のネイマやフィルミコウチとかが最盛期で揃い踏みしてた頃ならまだしも今のヴィニロドリゴパケタとかの面々だと厳しいわな ブラジル人監督にロクなのいないのは分かるがそもそものタレント不足と連動してるからね,2
51,この10年くらいで戦術も選手の必要とされる能力も 蹴った時のボールの伸びも大きく変わったじゃん 個人技や発想はあくまでアクセントでそれ頼みの戦術は通用しなくなっただけでしょ,-3
52,ブラジル人特有のサッカー好きの足技が減ってきてるよな エンドリッキにしてもスマートになってるつうか ロナウジーニョやネイマールみたいのはもう出てきてないね,2
53,ヨーロッパの育成と戦術が進化しすぎて才能だけで戦ってきたブラジルが太刀打ちできなくなっただけでしょ プロ意識も低い選手多いからなかなか規律重視のトップクラブに取ってもらえねぇし,4
