number,text,sentiment,sentiment_score,stance,stance_score
14,信憑性はあれだけどイギリス方面からもレアル行きの話出だしたな もし本当に延長しないでフリーで出ていく気ならブラッドリー優先で使って半年ベンチだな,NEUTRAL (0.508),0.508,強く反対 (0.286),0.286
15,ロマーノが何も無いって否定してるよ,NEGATIVE (0.474),0.474,強く反対 (0.282),0.282
16,移籍するにしてもお金残して出ていってくれよ,NEGATIVE (0.640),0.64,強く反対 (0.290),0.29
17,アルテタ曰くサカはハムの手術して2か月以上かかるそうです・・・ 去年のトーマスは4か月で戻ってきたけどWGの補強必須だな,NEUTRAL (0.361),0.361,強く反対 (0.279),0.279
18,サカ戻ってくる時期的に勝負かけるならCLの方が現実的かな もちろんリーグを諦めるなんてあり得ないけど,NEUTRAL (0.183),0.183,強く反対 (0.262),0.262
19,サカ手術したんかい 34ヶ月離脱となると即戦力取りに行くか,POSITIVE (0.006),0.006,強く反対 (0.254),0.254
20,サカ手術回避出来そうって初期の所見は希望的すぎたか 結局手術必要なグレードだったのね,NEGATIVE (0.000),0.0,強く賛成 (0.250),0.25
21,ウイング足りなすぎて飴が羨ましい この際ムドリクでもええからレンタルさせてくれ,NEGATIVE (0.265),0.265,強く反対 (0.275),0.275
22,サカはほぼシーズンアウトだなぁ これはきつすぎる,NEGATIVE (0.986),0.986,強く反対 (0.279),0.279
23,とりあえずブライトンのアディングラをレンタルで半年貸して貰おう あそこウイング余ってるから貸してくれるだろ,POSITIVE (0.731),0.731,強く反対 (0.273),0.273
24,ほぼほぼサカシーズンアウト決定は厳しいな かと言ってスカウティングしてて冬に取れるウイングいるのかな もうこうなったらシェシュコに来てもらってジェズスを右に回すしか,NEUTRAL (0.316),0.316,強く反対 (0.250),0.25
25,やっぱり手術必要なアラウホコース入ったか ウデゴといいサカといいよりによって怪我する場所がついてないな,NEGATIVE (0.712),0.712,強く反対 (0.283),0.283
26,サカの復帰早くて4月かな,NEUTRAL (0.821),0.821,強く反対 (0.309),0.309
27,今ウイング取りに行ったら足元見られて尚更ふっかけられンだろw ただでさえ冬は取れないのによ,NEGATIVE (0.893),0.893,強く反対 (0.252),0.252
28,ニコウィリアムズなら解除金払えば良いだけだけどね でも給料高いらしいし今ユーロの疲れか調子崩してるみたいだからどうなんだろうな,NEGATIVE (0.952),0.952,強く反対 (0.258),0.258
29,アルテタがずっとサカ酷使してきたツケが回ってきたか,NEUTRAL (0.699),0.699,強く反対 (0.230),0.23
30,スターリングがなあ・・ こういう時のために借りたのに,NEGATIVE (0.641),0.641,強く反対 (0.279),0.279
31,スターリングは軽傷で回復順調 もうすぐトレーニングに戻ってくる感じだね,POSITIVE (0.552),0.552,強く賛成 (0.235),0.235
32,サカ手術かよ 早くても4月だろうな これは痛すぎる,NEGATIVE (0.973),0.973,強く反対 (0.256),0.256
33,うぇええええええい勝ったでー,POSITIVE (0.598),0.598,強く反対 (0.273),0.273
34,よし二位,NEUTRAL (0.057),0.057,強く反対 (0.282),0.282
35,いい新年迎えられるわ,POSITIVE (0.974),0.974,強く反対 (0.279),0.279
36,連戦で抑えめに行ったのもあるだろうけどサカ抜きの先が思いやられる試合だな,NEGATIVE (0.932),0.932,強く反対 (0.254),0.254
37,さいご最後あぶねーよ,NEUTRAL (0.976),0.976,強く反対 (0.288),0.288
38,やっぱサカいないと攻撃大分きついな ウーデもこの調子だと補強必要だな,NEGATIVE (0.962),0.962,強く反対 (0.278),0.278
39,いやー楽には勝てんな乙 流石に攻撃の枚数が少な過ぎる,NEGATIVE (0.930),0.93,強く反対 (0.294),0.294
40,うーんペース落としすぎて雑な流れだったけど勝ち切ったな カイすげーよMOM間違いなし,POSITIVE (0.888),0.888,強く反対 (0.281),0.281
41,勝ったのは良し けどやっぱ攻撃陣だなあ 質低い,NEGATIVE (0.679),0.679,強く反対 (0.284),0.284
42,つーかハヴァーツ完全に手を腰に回してブロック体制してんのにハンドアピールしてくるイプスウィッチ頭おかしすぎね,NEGATIVE (0.972),0.972,強く反対 (0.262),0.262
43,降格圏な昇格組にワンニルの薄氷な勝利 まあとりあえずは勝ち点3ね,POSITIVE (0.745),0.745,強く反対 (0.232),0.232
44,想像より苦しんだが勝ったか 先制しといて良かった試合 してなかったらエヴァートン戦の二の舞になったな,NEGATIVE (0.314),0.314,強く反対 (0.253),0.253
45,スケリーよく90分耐えたわ,POSITIVE (0.114),0.114,強く反対 (0.270),0.27
46,動きが完全に被ってしまったなコーチング大事 リード保ってしっかり勝ち切ったな展開的にはかなりペース抑えてたように見えたしここからの過密日程もあるから勝ちつづけることが大事だからな,NEUTRAL (0.463),0.463,強く賛成 (0.235),0.235
47,個人でサイドで打開もキープも出来るサカがいないと流石に攻撃の厚みは無くなるな とにかくサカが戻ってくるまでは内容より勝ち点3 ナイスナイス,NEUTRAL (0.975),0.975,賛成 (0.238),0.238
48,点差はないがまぁ完勝ではある 点はそこまで取れてないがスーパーゴールさえなきゃ大体守備は完封ね とはいえサカが怪我した時点で基本諦めてるので復帰の時のわずかな希望のためにつないでいくしかない,NEUTRAL (0.172),0.172,強く反対 (0.266),0.266
49,喜山さんアーセナル専門解説頼みます良かった UNEXTさんでアーセナルvsイプスウィッチの解説をさせていただきました 実況が久しぶりの野村さんで心強くとても助けられました 朝早くからのご視聴ありがとうございました 今回は土屋さんに頂いたサッカーノートに色々メモして準備しました pictwittercomddBN2PVqHe Kohei Kiyama 喜山康平 () December 27 2024,POSITIVE (0.934),0.934,強く反対 (0.259),0.259
50,解説グーナー隠す気無くて草,NEUTRAL (0.844),0.844,強く反対 (0.276),0.276
51,喜山さん本当にグーナーなんだろうなw 扇原とか宇佐美とかが呼ばれてる中で全然知らない選手だったが良かった,POSITIVE (0.627),0.627,強く賛成 (0.270),0.27
52,勝てたのはよかったけど内容はかなりマズイというか 12月の過密日程どうすんのか大きな問題になりそう 大体予想してたけどマルが全然機能しないからウデゴがかなり無理してキープしないといけない場面が多すぎる トロもアシストはよかったけど根本的にWGじゃないからサイドで持ってもスピード不足から縦にも横にも行けん,NEGATIVE (0.938),0.938,強く賛成 (0.251),0.251
53,ウーデが持ち気味にしてるのは意図的 サカとネッリの特性の違いの差,NEUTRAL (0.401),0.401,強く反対 (0.238),0.238
54,ガブのヘッドで2点差に出来てれば少しは楽になったかな ライスのボレーは決まってたらめちゃくちゃカッコよかった,POSITIVE (0.942),0.942,強く賛成 (0.277),0.277
55,サカいない割に良いシーン多かったし20だったら全然印象違うゲームだったと思うがな xG通り完勝でしょ,POSITIVE (0.916),0.916,強く反対 (0.240),0.24
56,ウデゴが自分から切り込み始めてから調子をあげて行ったのが良かった ああいう積極性が調子を上げるきっかけになるんだね,POSITIVE (0.948),0.948,強く反対 (0.249),0.249
57,最後のシュートのディフレクト次第で引き分けだからな 結局疲れてチェックできなくなるんじゃ何やってんのかわからん,NEGATIVE (0.977),0.977,強く反対 (0.254),0.254
58,最後のシーン寄せる選手いなくてやっぱり足止まっていたよね ほとんどボール持っていてもこうなるから選手交代もっと使ってよかったね,POSITIVE (0.722),0.722,強く賛成 (0.273),0.273
59,まあガブのヘッドかライスのボレーが決まってれば楽な展開だったのは間違いない マルはウデゴに見切られてパス来なかったけどウデゴの判断は正しかったと思うわ あれならヌワネリRWG入れたほうがポゼッション時に良い攻撃出来そうではある,POSITIVE (0.678),0.678,強く反対 (0.266),0.266
60,ドバイに行けた昨年がウソみたいな過密日程だな1 月 1月2日のブレントフォード戦から1月30日のジローナ戦までで トータルで9試合もあんのかよ で2 月3日にはシティ戦が控えてると カップ戦残ってるのは良いけど今のスカスカぶりでは 流石に全コンペティション戦い抜くのは厳しすぎるな,NEGATIVE (0.912),0.912,強く反対 (0.280),0.28
61,CLがレギュレーション変わって1月もあるカラバオ勝ち進んだ ってのが重なったからね,NEUTRAL (0.228),0.228,強く賛成 (0.302),0.302
62,スケリーは凄かったな デラップとフィリップスが仕掛けてきても興奮も萎縮もせずに受け止めて普段通りやれるとは だからこそアルテタも抜擢してるんだろうな,POSITIVE (0.691),0.691,強く反対 (0.258),0.258
63,スケリーは相手に寄せられても身体でボール隠しつつ よっこらせって前向けるのがいいね 一見鈍臭そうに見えるけどフィジカル負けなきゃ失わないやり方,POSITIVE (0.415),0.415,強く反対 (0.261),0.261
64,下半身強いし重心も低くて懐も深いから 相手がボール取ろうとするとスケリーに覆い被さる形になるからファールも取って貰いやすいのも良いよね,POSITIVE (0.306),0.306,賛成 (0.247),0.247
65,トーマス働き詰めだったしここで休めたの大きかった RBの控えはトーマスしかいないし,POSITIVE (0.193),0.193,強く反対 (0.263),0.263
66,トーマススタメンだったらここまで苦戦はしてなかっただろうけど しっかりベンチで休ませた辺りアルテタも大分変ったな,POSITIVE (0.554),0.554,強く反対 (0.263),0.263
67,最低限の勝ち点3この相手ですら流れの中でほとんどチャンス作れないから この先もCKでのビッグチャンス決められるかどうかになりそう 今日の解説グーナーである喜山選手はこのスレど真ん中世代ではw,NEUTRAL (0.427),0.427,強く反対 (0.273),0.273
68,よっしゃああああああ 終わってみれば完勝 ガクポの同点弾が良い時間だったな,POSITIVE (0.870),0.87,強く賛成 (0.241),0.241
69,ディアス温存して完勝 盤石ですなぁ,POSITIVE (0.866),0.866,強く反対 (0.291),0.291
70,最後サインプレイであんな近くからクロス入れたのに大外にロブかよw ツィミカスアホだなやっぱ,NEGATIVE (0.499),0.499,強く反対 (0.257),0.257
71,ガクポの前半ゴールが大きすぎた 後半はリセットして押せたからなー,NEUTRAL (0.165),0.165,強く反対 (0.262),0.262
72,よし勝った 失点で難しくするのはよくないがしっかり勝ったのは素晴らしい 修正して次に繋げてくれ みんなお疲れ様,POSITIVE (0.950),0.95,強く反対 (0.283),0.283
